Column 0,Mes,Subagencia,SKU,Hectolitros,Hectolitros Standard Deviation
554458,2/3/18 0:00,10118,23,0,0.000243187
554459,2/3/18 0:00,10129,24,0,0.000256502
554460,2/3/18 0:00,10037,24,0,0.000238459
554461,2/3/18 0:00,10050,24,0.142623529,1.008500684
554462,2/3/18 0:00,10091,24,0,0.000254374
554463,2/3/18 0:00,10093,24,0,0.000242536
554464,2/3/18 0:00,10100,24,0,0.00025049
554465,2/3/18 0:00,10106,24,0,0.000272065
554466,2/3/18 0:00,10118,24,0,0.000261031
554467,3/3/18 0:00,10197,1,492.6239367,154.55588
554468,3/3/18 0:00,10203,1,18.0743947,7.98707596
554469,3/3/18 0:00,10198,1,22.87059152,9.19864452
554470,3/3/18 0:00,10204,1,45.30300656,10.88359001
554471,3/3/18 0:00,10199,1,31.35064108,17.52269677
554472,3/3/18 0:00,10146,1,888.8069277,858.0778
554473,3/3/18 0:00,10206,1,52.78702374,8.902914886
554474,3/3/18 0:00,10207,1,10.58352541,4.137727054
554475,3/3/18 0:00,10156,1,116.9087461,110.0743169
554476,3/3/18 0:00,10209,1,291.444906,57.58481172
554477,3/3/18 0:00,10211,1,18.5226648,25.96171893
554478,3/3/18 0:00,10212,1,57.28452059,27.21331358
554479,3/3/18 0:00,10158,1,1200.595977,565.4801317
554480,3/3/18 0:00,10214,1,356.0420467,154.3633549
554481,3/3/18 0:00,10215,1,115.5820133,89.02642811
554482,3/3/18 0:00,10216,1,115.5715392,86.89821917
554483,3/3/18 0:00,10217,1,9.839588935,23.17091217
554484,3/3/18 0:00,10218,1,58.27989889,31.07700364
554485,3/3/18 0:00,10129,1,697.3079516,392.1979247
554486,3/3/18 0:00,10130,1,230.4197499,206.1749035
554487,3/3/18 0:00,10131,1,139.7067904,104.6909913
554488,3/3/18 0:00,10159,1,72.03497546,72.64332663
554489,3/3/18 0:00,10133,1,50.46636279,76.30420096
554490,3/3/18 0:00,10134,1,58.94806643,77.50250264
554491,3/3/18 0:00,10135,1,51.56322024,76.715226
554492,3/3/18 0:00,10136,1,50.79930564,77.03146707
554493,3/3/18 0:00,10161,1,160.3363363,47.927277
554494,3/3/18 0:00,10141,1,79.45403636,68.76996508
554495,3/3/18 0:00,10169,1,33.5763481,47.09160697
554496,3/3/18 0:00,10229,1,147.5252797,44.90027459
554497,3/3/18 0:00,10231,1,14.62266752,6.902747992
554498,3/3/18 0:00,10259,1,21.14975574,12.95085997
554499,3/3/18 0:00,10176,1,16.99735148,49.98063101
554500,3/3/18 0:00,10003,1,27.76465876,3.861175487
554501,3/3/18 0:00,10233,1,3.888384363,1.798296021
554502,3/3/18 0:00,10234,1,15.39522034,4.941743027
554503,3/3/18 0:00,10235,1,8.272703209,3.831573888
554504,3/3/18 0:00,10005,1,2.809196232,0.823622405
554505,3/3/18 0:00,10236,1,4.480268288,2.862666793
554506,3/3/18 0:00,10237,1,1.00437501,2.454058948
554507,3/3/18 0:00,10006,1,927.1076096,340.190194
554508,3/3/18 0:00,10007,1,138.1068738,60.33737534
554509,3/3/18 0:00,10008,1,140.7568625,93.5268703
554510,3/3/18 0:00,10009,1,79.11669794,58.72112361
554511,3/3/18 0:00,10010,1,191.5991658,81.36653756
554512,3/3/18 0:00,10011,1,222.4736023,90.71422697
554513,3/3/18 0:00,10012,1,60.10354341,17.96279521
554514,3/3/18 0:00,10240,1,59.55877819,19.41215809
554515,3/3/18 0:00,10026,1,105.2885249,41.3581939
554516,3/3/18 0:00,10027,1,50.47290341,21.82689373
554517,3/3/18 0:00,10241,1,66.46489473,27.92835307
554518,3/3/18 0:00,10031,1,51.82776118,21.10514108
554519,3/3/18 0:00,10037,1,81.32702291,20.91280481
554520,3/3/18 0:00,10038,1,8.072256566,13.00006994
554521,3/3/18 0:00,10039,1,8.536026532,12.82734683
554522,3/3/18 0:00,10040,1,39.32958477,14.86440524
554523,3/3/18 0:00,10041,1,289.9843231,48.46224292
554524,3/3/18 0:00,10042,1,4.71333359,5.88434823
554525,3/3/18 0:00,10043,1,8.713515199,5.32412837
554526,3/3/18 0:00,10243,1,3.225117263,13.02467724
554527,3/3/18 0:00,10044,1,1.605674909,3.835793432
554528,3/3/18 0:00,10046,1,0.945779609,2.812179897
554529,3/3/18 0:00,10048,1,98.02117415,51.62101522
554530,3/3/18 0:00,10050,1,61.96143373,39.03855248
554531,3/3/18 0:00,10183,1,17.0218233,49.94710039
554532,3/3/18 0:00,10245,1,5.15691794,6.527998868
554533,3/3/18 0:00,10246,1,4.173215363,6.857894724
554534,3/3/18 0:00,10186,1,126.7833831,63.71125914
554535,3/3/18 0:00,10188,1,193.8764515,71.53236896
554536,3/3/18 0:00,10189,1,29.07094766,47.58260681
554537,3/3/18 0:00,10058,1,26.71698549,9.3204107
554538,3/3/18 0:00,10059,1,0.217028282,0.41448435
554539,3/3/18 0:00,10249,1,6.010722012,6.87023469
554540,3/3/18 0:00,10060,1,1002.874054,465.6958339
554541,3/3/18 0:00,10063,1,98.18741376,63.3025031
554542,3/3/18 0:00,10073,1,3.188706351,2.58754004
554543,3/3/18 0:00,10077,1,1.97657167,1.15626518
554544,3/3/18 0:00,10080,1,0.803724508,1.033627747
554545,3/3/18 0:00,10081,1,0.649298881,0.880081096
554546,3/3/18 0:00,10082,1,17.48886048,102.0732314
554547,3/3/18 0:00,10083,1,428.3835759,225.3753686
554548,3/3/18 0:00,10087,1,228.2036938,191.2033165
554549,3/3/18 0:00,10091,1,406.5038113,225.834931
554550,3/3/18 0:00,10092,1,179.4613184,209.4004436
554551,3/3/18 0:00,10093,1,698.5613799,314.2485352
554552,3/3/18 0:00,10096,1,67.78611968,108.2730425
554553,3/3/18 0:00,10100,1,481.715775,368.0533021
554554,3/3/18 0:00,10102,1,84.00812527,87.34674502
554555,3/3/18 0:00,10254,1,29.89935294,47.02513152
554556,3/3/18 0:00,10105,1,75.08751932,88.38520384
554557,3/3/18 0:00,10106,1,60.17676191,94.72194371
554558,3/3/18 0:00,10110,1,72.56911969,90.18491684
554559,3/3/18 0:00,10114,1,45.09033753,100.0239984
554560,3/3/18 0:00,10116,1,459.1167824,308.0659225
554561,3/3/18 0:00,10194,1,300.0335215,148.6057839
554562,3/3/18 0:00,10257,1,17.91590027,18.9193356
554563,3/3/18 0:00,10258,1,5.334098656,11.1724431
554564,3/3/18 0:00,10118,1,223.9254872,121.6873933
554565,3/3/18 0:00,10119,1,344.1048708,132.4733833
554566,3/3/18 0:00,10122,1,83.89301648,82.85944896
554567,3/3/18 0:00,10197,25,213.6014365,69.54386138
554568,3/3/18 0:00,10203,25,21.76481413,31.97523906
554569,3/3/18 0:00,10198,25,10.49294622,32.38240982
554570,3/3/18 0:00,10204,25,25.24054407,36.91669508
554571,3/3/18 0:00,10199,25,20.55618873,31.69467048
554572,3/3/18 0:00,10146,25,230.2066421,52.5164023
554573,3/3/18 0:00,10206,25,31.40960443,37.17231355
554574,3/3/18 0:00,10207,25,13.90540103,37.52065684
554575,3/3/18 0:00,10156,25,148.9095335,36.70852902
554576,3/3/18 0:00,10209,25,27.84093364,36.87633227
554577,3/3/18 0:00,10211,25,18.6894776,36.94038006
554578,3/3/18 0:00,10212,25,77.96293794,73.78815508
554579,3/3/18 0:00,10158,25,2415.899489,398.1867658
554580,3/3/18 0:00,10214,25,230.4191339,134.6566641
554581,3/3/18 0:00,10215,25,302.0072079,177.7194117
554582,3/3/18 0:00,10216,25,83.06859494,74.56893212
554583,3/3/18 0:00,10217,25,47.51112282,76.44793414
554584,3/3/18 0:00,10218,25,286.2345915,166.1140704
554585,3/3/18 0:00,10129,25,8106.339656,2439.209614
554586,3/3/18 0:00,10130,25,6875.175317,2115.01977
554587,3/3/18 0:00,10131,25,8564.621859,1704.381661
554588,3/3/18 0:00,10159,25,1127.925387,195.4119984
554589,3/3/18 0:00,10133,25,136.7737778,20.16574041
554590,3/3/18 0:00,10134,25,1754.090895,259.2665849
554591,3/3/18 0:00,10135,25,1628.016686,349.7636232
554592,3/3/18 0:00,10136,25,813.1122396,142.0515195
554593,3/3/18 0:00,10161,25,1170.349326,219.3861883
554594,3/3/18 0:00,10141,25,650.2548459,108.713393
554595,3/3/18 0:00,10169,25,367.9148146,74.57578391
554596,3/3/18 0:00,10229,25,73.23653983,39.40810192
554597,3/3/18 0:00,10231,25,29.52533857,34.33328884
554598,3/3/18 0:00,10259,25,680.4016852,188.3844696
554599,3/3/18 0:00,10176,25,176.4638643,52.32573775
554600,3/3/18 0:00,10003,25,19.81340333,6.678486966
554601,3/3/18 0:00,10233,25,12.47177698,33.86554726
554602,3/3/18 0:00,10234,25,23.53861346,33.46676103
554603,3/3/18 0:00,10235,25,13.33696884,34.08923254
554604,3/3/18 0:00,10005,25,2.550774282,0.441792767
554605,3/3/18 0:00,10236,25,10.00466384,34.39323965
554606,3/3/18 0:00,10237,25,6.737512341,34.70803589
554607,3/3/18 0:00,10006,25,1952.153854,512.340824
554608,3/3/18 0:00,10007,25,276.628592,117.0875137
554609,3/3/18 0:00,10008,25,397.4941438,147.6400044
554610,3/3/18 0:00,10009,25,144.1789286,91.26670308
554611,3/3/18 0:00,10010,25,390.5285276,103.0316429
554612,3/3/18 0:00,10011,25,716.1263696,160.4235985
554613,3/3/18 0:00,10012,25,150.6401943,39.90699055
554614,3/3/18 0:00,10240,25,14.09694439,33.94686277
554615,3/3/18 0:00,10026,25,124.144084,20.0146544
554616,3/3/18 0:00,10027,25,11.93514938,7.898467275
554617,3/3/18 0:00,10241,25,13.82336685,34.10514442
554618,3/3/18 0:00,10031,25,7.721977462,2.873547288
554619,3/3/18 0:00,10048,25,3264.508063,662.7065794
554620,3/3/18 0:00,10050,25,1.125141176,2.169484938
554621,3/3/18 0:00,10183,25,5.367448867,33.04644809
554622,3/3/18 0:00,10186,25,940.1781092,172.9304737
554623,3/3/18 0:00,10188,25,952.6890452,179.0308172
554624,3/3/18 0:00,10189,25,281.3976498,66.71682429
554625,3/3/18 0:00,10058,25,317.4329582,111.5012212
554626,3/3/18 0:00,10059,25,69.25855587,106.7127837
554627,3/3/18 0:00,10249,25,26.27415864,48.30715555
554628,3/3/18 0:00,10060,25,885.3258604,128.5712279
554629,3/3/18 0:00,10063,25,70.91203849,9.677300997
554630,3/3/18 0:00,10073,25,168.9756828,37.79425821
554631,3/3/18 0:00,10077,25,15.06411327,10.81544127
554632,3/3/18 0:00,10080,25,20.02410582,52.9588644
554633,3/3/18 0:00,10081,25,16.89648707,53.66611214
554634,3/3/18 0:00,10082,25,16.36219916,53.7964762
554635,3/3/18 0:00,10083,25,2138.037001,437.4495182
554636,3/3/18 0:00,10087,25,430.7616691,79.24358243
554637,3/3/18 0:00,10091,25,1201.986192,212.1013304
554638,3/3/18 0:00,10092,25,448.3177313,122.6498669
554639,3/3/18 0:00,10093,25,4156.117631,462.0759111
554640,3/3/18 0:00,10096,25,18.394632,2.472187634
554641,3/3/18 0:00,10100,25,2852.752507,873.8577466
554642,3/3/18 0:00,10102,25,436.9078172,112.7367909
554643,3/3/18 0:00,10254,25,124.9150635,70.23461486
554644,3/3/18 0:00,10105,25,790.7598992,203.7256237
554645,3/3/18 0:00,10106,25,484.9123151,170.9856549
554646,3/3/18 0:00,10110,25,1273.943791,217.2718274
554647,3/3/18 0:00,10114,25,18.78161718,10.19077026
554648,3/3/18 0:00,10116,25,2468.629975,401.5721961
554649,3/3/18 0:00,10194,25,2470.230972,483.2793814
554650,3/3/18 0:00,10257,25,72.32032731,46.42641395
554651,3/3/18 0:00,10258,25,16.48168661,44.60732341
554652,3/3/18 0:00,10118,25,8813.125864,2091.237383
554653,3/3/18 0:00,10119,25,3335.362957,1069.744587
554654,3/3/18 0:00,10122,25,2513.153904,233.3328838
554655,3/3/18 0:00,10212,26,6.825328839,36.10555167
554656,3/3/18 0:00,10129,26,1850.680307,375.9794117
554657,3/3/18 0:00,10130,26,692.4179075,182.2714068
554658,3/3/18 0:00,10131,26,982.1818638,189.3038518
554659,3/3/18 0:00,10159,26,755.6529433,125.4006746
554660,3/3/18 0:00,10133,26,125.7097734,17.21864977
554661,3/3/18 0:00,10134,26,771.4075357,123.2320914
554662,3/3/18 0:00,10135,26,551.5426694,113.3062977
554663,3/3/18 0:00,10136,26,482.7928829,105.0350772
554664,3/3/18 0:00,10141,26,809.2123709,118.425924
554665,3/3/18 0:00,10169,26,81.49200641,15.76809385
554666,3/3/18 0:00,10007,26,0.001468054,0.017572847
554667,3/3/18 0:00,10073,26,448.9307267,88.05715954
554668,3/3/18 0:00,10077,26,199.7469881,36.83668926
554669,3/3/18 0:00,10080,26,30.23252055,52.76014301
554670,3/3/18 0:00,10081,26,225.4024412,33.72073772
554671,3/3/18 0:00,10082,26,17.62348005,53.6202426
554672,3/3/18 0:00,10083,26,356.5275914,53.02876136
554673,3/3/18 0:00,10087,26,393.7987367,53.31526853
554674,3/3/18 0:00,10091,26,2.581610858,1.69943094
554675,3/3/18 0:00,10092,26,43.91539731,12.61401115
554676,3/3/18 0:00,10093,26,17.21827182,4.738415907
554677,3/3/18 0:00,10100,26,0,0.000232647
554678,3/3/18 0:00,10105,26,42.71086537,20.03079764
554679,3/3/18 0:00,10110,26,89.22167004,34.24413868
554680,3/3/18 0:00,10116,26,0,0.000255335
554681,3/3/18 0:00,10122,26,1.164014804,1.316803581
554682,3/3/18 0:00,10197,27,5.66156895,32.5029243
554683,3/3/18 0:00,10203,27,5.136068705,30.33358613
554684,3/3/18 0:00,10198,27,4.597959425,30.24397791
554685,3/3/18 0:00,10204,27,6.974486408,36.10442777
554686,3/3/18 0:00,10199,27,4.597959425,30.24397791
554687,3/3/18 0:00,10141,27,0.049633859,0.379846059
554688,3/3/18 0:00,10259,27,11.76769772,73.76522645
554689,3/3/18 0:00,10037,27,2.773763529,4.073799295
554690,3/3/18 0:00,10039,27,0.053237878,0.197608185
554691,3/3/18 0:00,10040,27,0.055035909,0.199057139
554692,3/3/18 0:00,10041,27,0.136568084,0.310653952
554693,3/3/18 0:00,10043,27,0.237338882,0.943497159
554694,3/3/18 0:00,10048,27,9.329634624,7.773240522
554695,3/3/18 0:00,10083,27,8.711959087,10.26455219
554696,3/3/18 0:00,10087,27,1.064162716,2.681206797
554697,3/3/18 0:00,10091,27,0.677127357,2.109151278
554698,3/3/18 0:00,10093,27,1.169941711,2.371312625
554699,3/3/18 0:00,10100,27,8.253798104,12.84635563
554700,3/3/18 0:00,10105,27,26.38875783,13.2862146
554701,3/3/18 0:00,10106,27,5.913600504,7.096356675
554702,3/3/18 0:00,10110,27,7.306980039,6.870839035
554703,3/3/18 0:00,10114,27,0.011525117,0.089942264
554704,3/3/18 0:00,10116,27,0.014658513,0.09634262
554705,3/3/18 0:00,10118,27,113.3600496,23.4859734
554706,3/3/18 0:00,10119,27,28.70144021,7.197046738
554707,3/3/18 0:00,10122,27,14.45771731,15.51146005
554708,3/3/18 0:00,10197,28,68.99978129,45.20559152
554709,3/3/18 0:00,10203,28,8.070301836,30.98727645
554710,3/3/18 0:00,10198,28,9.725478322,32.5829548
554711,3/3/18 0:00,10204,28,10.4576723,36.13311288
554712,3/3/18 0:00,10199,28,18.93313189,32.92713971
554713,3/3/18 0:00,10146,28,39.27618568,11.37067781
554714,3/3/18 0:00,10206,28,8.576859303,36.27111716
554715,3/3/18 0:00,10207,28,6.985800273,36.07668575
554716,3/3/18 0:00,10156,28,37.76536671,11.31945553
554717,3/3/18 0:00,10211,28,6.899849929,36.09249991
554718,3/3/18 0:00,10212,28,6.990345382,36.07747655
554719,3/3/18 0:00,10158,28,19.24506809,12.47422176
554720,3/3/18 0:00,10215,28,7.495603856,43.14407529
554721,3/3/18 0:00,10217,28,7.597091251,43.12973159
554722,3/3/18 0:00,10218,28,8.412612243,43.0083253
554723,3/3/18 0:00,10129,28,49.26686592,32.17592406
554724,3/3/18 0:00,10130,28,6.67120488,14.02867875
554725,3/3/18 0:00,10131,28,7.979113267,13.65260763
554726,3/3/18 0:00,10159,28,27.23651502,10.76870223
554727,3/3/18 0:00,10133,28,7.781500443,13.67717315
554728,3/3/18 0:00,10134,28,44.94885137,23.30651599
554729,3/3/18 0:00,10135,28,6.825739167,7.725448154
554730,3/3/18 0:00,10136,28,4.084704845,6.593679606
554731,3/3/18 0:00,10161,28,44.95643812,15.60128311
554732,3/3/18 0:00,10141,28,1.723628039,6.909638129
554733,3/3/18 0:00,10169,28,0.940050189,5.472278065
554734,3/3/18 0:00,10229,28,8.666653017,31.4615504
554735,3/3/18 0:00,10259,28,12.27704861,73.68845105
554736,3/3/18 0:00,10176,28,0.945272515,5.471886794
554737,3/3/18 0:00,10003,28,27.91718813,11.45346466
554738,3/3/18 0:00,10233,28,9.732073357,31.41370162
554739,3/3/18 0:00,10234,28,9.443870212,31.61431222
554740,3/3/18 0:00,10235,28,6.674380658,31.74847948
554741,3/3/18 0:00,10005,28,2.760294709,1.906516595
554742,3/3/18 0:00,10236,28,3.88724995,31.84194298
554743,3/3/18 0:00,10237,28,3.69716976,31.84936239
554744,3/3/18 0:00,10006,28,14.34767975,4.095113913
554745,3/3/18 0:00,10007,28,0.471139747,1.026523997
554746,3/3/18 0:00,10008,28,0.471139747,1.026523997
554747,3/3/18 0:00,10010,28,0.481096982,1.024421251
554748,3/3/18 0:00,10011,28,0.315051323,0.876383722
554749,3/3/18 0:00,10012,28,0.117089235,0.334442159
554750,3/3/18 0:00,10240,28,9.766403845,32.0161722
554751,3/3/18 0:00,10026,28,0.264243118,0.452805456
554752,3/3/18 0:00,10027,28,0.126756676,0.360560833
554753,3/3/18 0:00,10031,28,11.89880168,6.74129301
554754,3/3/18 0:00,10037,28,279.2751466,33.27318867
554755,3/3/18 0:00,10038,28,3.468610018,4.293541901
554756,3/3/18 0:00,10039,28,13.41214814,5.127933737
554757,3/3/18 0:00,10040,28,42.25975981,13.43309601
554758,3/3/18 0:00,10041,28,57.80281469,15.71289006
554759,3/3/18 0:00,10042,28,1.454598594,2.47107496
554760,3/3/18 0:00,10043,28,1.676094459,2.605264528
554761,3/3/18 0:00,10243,28,3.841047317,31.8821263
554762,3/3/18 0:00,10044,28,0.788960187,2.36185945
554763,3/3/18 0:00,10046,28,0.646327076,2.391304919
554764,3/3/18 0:00,10048,28,13.51726003,6.775570536
554765,3/3/18 0:00,10050,28,77.06070079,22.69057766
554766,3/3/18 0:00,10183,28,3.780107044,5.476597452
554767,3/3/18 0:00,10245,28,3.593969209,31.83989079
554768,3/3/18 0:00,10246,28,4.640335041,43.54336783
554769,3/3/18 0:00,10186,28,0.788111231,5.380288498
554770,3/3/18 0:00,10188,28,0.788111231,5.380288498
554771,3/3/18 0:00,10189,28,0.788111231,5.380288499
554772,3/3/18 0:00,10058,28,10.77665114,16.81874248
554773,3/3/18 0:00,10060,28,24.95967904,16.55662468
554774,3/3/18 0:00,10063,28,0.83146055,3.319984884
554775,3/3/18 0:00,10073,28,5.011647122,4.450401585
554776,3/3/18 0:00,10077,28,0.390764809,2.899835862
554777,3/3/18 0:00,10080,28,0.390764809,2.899835862
554778,3/3/18 0:00,10081,28,0.390764809,2.899835862
554779,3/3/18 0:00,10082,28,0.403541149,2.900109873
554780,3/3/18 0:00,10083,28,28.55752799,17.10635395
554781,3/3/18 0:00,10087,28,5.973193591,7.877525051
554782,3/3/18 0:00,10091,28,2.072418161,6.898155938
554783,3/3/18 0:00,10092,28,2.19991045,6.87475963
554784,3/3/18 0:00,10093,28,3.316447503,6.984296231
554785,3/3/18 0:00,10096,28,3.444997886,9.344663447
554786,3/3/18 0:00,10100,28,20.19988996,16.78569721
554787,3/3/18 0:00,10102,28,6.565298029,12.40504369
554788,3/3/18 0:00,10254,28,4.575266766,43.54640718
554789,3/3/18 0:00,10105,28,14.63584179,10.52510201
554790,3/3/18 0:00,10106,28,6.273048971,8.095172056
554791,3/3/18 0:00,10110,28,7.666428506,7.834555847
554792,3/3/18 0:00,10114,28,0.754143273,4.964241264
554793,3/3/18 0:00,10116,28,0.757276668,4.963892604
554794,3/3/18 0:00,10194,28,29.73936121,182.3967159
554795,3/3/18 0:00,10257,28,4.656224215,43.53811676
554796,3/3/18 0:00,10258,28,4.614133106,43.5424711
554797,3/3/18 0:00,10118,28,108.6303913,25.27564637
554798,3/3/18 0:00,10119,28,84.04749124,12.8317518
554799,3/3/18 0:00,10122,28,18.17934361,19.30550272
554800,3/3/18 0:00,10146,29,0,0.000264496
554801,3/3/18 0:00,10206,29,6.640307488,36.12109511
554802,3/3/18 0:00,10207,29,6.640307488,36.12109511
554803,3/3/18 0:00,10156,29,0,0.00026624
554804,3/3/18 0:00,10209,29,6.640307488,36.12109511
554805,3/3/18 0:00,10211,29,6.640307488,36.12109511
554806,3/3/18 0:00,10212,29,6.640307488,36.12109511
554807,3/3/18 0:00,10158,29,0,0.000273506
554808,3/3/18 0:00,10214,29,7.252478585,43.16882662
554809,3/3/18 0:00,10215,29,7.252478585,43.16882662
554810,3/3/18 0:00,10216,29,7.252478585,43.16882662
554811,3/3/18 0:00,10217,29,7.252478585,43.16882662
554812,3/3/18 0:00,10218,29,7.252478585,43.16882662
554813,3/3/18 0:00,10129,29,0,0.000241053
554814,3/3/18 0:00,10130,29,0,0.000232476
554815,3/3/18 0:00,10131,29,0,0.000241576
554816,3/3/18 0:00,10159,29,0,0.000243145
554817,3/3/18 0:00,10136,29,0,0.000249622
554818,3/3/18 0:00,10161,29,0,0.000238845
554819,3/3/18 0:00,10006,29,0.013501694,0.0369767
554820,3/3/18 0:00,10007,29,0.013820836,0.037717531
554821,3/3/18 0:00,10008,29,0.01719626,0.043577333
554822,3/3/18 0:00,10010,29,0.01719626,0.043577397
554823,3/3/18 0:00,10240,29,4.07727699,31.92764308
554824,3/3/18 0:00,10031,29,0.016877118,0.042962814
554825,3/3/18 0:00,10037,29,0.016877118,0.042962811
554826,3/3/18 0:00,10040,29,0.016877118,0.042962769
554827,3/3/18 0:00,10041,29,0.016877118,0.042962735
554828,3/3/18 0:00,10043,29,0.016877118,0.042962742
554829,3/3/18 0:00,10243,29,3.698685353,31.87876329
554830,3/3/18 0:00,10186,29,0,0.000248008
554831,3/3/18 0:00,10188,29,0,0.00024306
554832,3/3/18 0:00,10058,29,0.016877118,0.042962819
554833,3/3/18 0:00,10249,29,4.488095682,43.54443972
554834,3/3/18 0:00,10083,29,0.016877118,0.042962797
554835,3/3/18 0:00,10087,29,0.016877118,0.042962799
554836,3/3/18 0:00,10091,29,0.016877118,0.042962784
554837,3/3/18 0:00,10093,29,0.021377682,0.045634906
554838,3/3/18 0:00,10100,29,0.072290321,0.047815939
554839,3/3/18 0:00,10102,29,0.001687712,0.011936782
554840,3/3/18 0:00,10254,29,4.424668709,43.54708899
554841,3/3/18 0:00,10116,29,0,0.00023704
554842,3/3/18 0:00,10194,29,27.91511179,182.5909876
554843,3/3/18 0:00,10257,29,4.462485311,43.54338524
554844,3/3/18 0:00,10258,29,4.424171084,43.54713384
554845,3/3/18 0:00,10118,29,0,0.000253044
554846,3/3/18 0:00,10119,29,0,0.000242877
554847,3/3/18 0:00,10197,30,297.2170609,396.4743795
554848,3/3/18 0:00,10203,30,22.41000352,32.58632138
554849,3/3/18 0:00,10198,30,13.41284111,31.66307709
554850,3/3/18 0:00,10204,30,32.50071468,58.80518671
554851,3/3/18 0:00,10199,30,22.72706493,32.39726845
554852,3/3/18 0:00,10146,30,145.7980575,19.87438255
554853,3/3/18 0:00,10206,30,28.34566406,58.39876584
554854,3/3/18 0:00,10207,30,18.76465746,58.59039775
554855,3/3/18 0:00,10156,30,133.6969265,12.29853269
554856,3/3/18 0:00,10209,30,44.93533659,60.40236393
554857,3/3/18 0:00,10211,30,18.13350936,60.28040971
554858,3/3/18 0:00,10212,30,45.61408258,60.05855283
554859,3/3/18 0:00,10158,30,1048.373792,239.8259046
554860,3/3/18 0:00,10214,30,48.90095263,63.59414821
554861,3/3/18 0:00,10215,30,48.90095263,63.59414821
554862,3/3/18 0:00,10216,30,48.90095263,63.59414821
554863,3/3/18 0:00,10217,30,25.31271114,62.76741421
554864,3/3/18 0:00,10218,30,41.84335775,63.18728664
554865,3/3/18 0:00,10129,30,1167.991574,389.8233217
554866,3/3/18 0:00,10130,30,981.026587,245.1975902
554867,3/3/18 0:00,10131,30,978.915084,164.6557768
554868,3/3/18 0:00,10159,30,272.118246,581.2929772
554869,3/3/18 0:00,10133,30,3.595341505,1.049793172
554870,3/3/18 0:00,10134,30,61.23135551,13.06935705
554871,3/3/18 0:00,10135,30,131.5559909,33.44360663
554872,3/3/18 0:00,10136,30,18.66000973,4.129755708
554873,3/3/18 0:00,10161,30,624.0965554,462.2532021
554874,3/3/18 0:00,10141,30,151.5947569,73.45565086
554875,3/3/18 0:00,10169,30,626.1636179,459.7987637
554876,3/3/18 0:00,10229,30,62.44412746,55.76831338
554877,3/3/18 0:00,10231,30,57.53404149,55.38343902
554878,3/3/18 0:00,10259,30,121.081467,102.7281848
554879,3/3/18 0:00,10176,30,286.1822099,575.4656965
554880,3/3/18 0:00,10003,30,15.97694996,8.390182725
554881,3/3/18 0:00,10233,30,11.67961408,55.27077799
554882,3/3/18 0:00,10234,30,15.80081317,54.8261863
554883,3/3/18 0:00,10235,30,14.60147459,54.88714244
554884,3/3/18 0:00,10005,30,3.108760749,0.424017009
554885,3/3/18 0:00,10236,30,10.10208607,55.40106872
554886,3/3/18 0:00,10237,30,9.578793063,55.47458237
554887,3/3/18 0:00,10006,30,565.0497021,134.0223682
554888,3/3/18 0:00,10007,30,105.4927205,26.99420363
554889,3/3/18 0:00,10008,30,86.99188932,27.20987224
554890,3/3/18 0:00,10009,30,17.8108145,17.36732204
554891,3/3/18 0:00,10010,30,95.15968605,21.07802447
554892,3/3/18 0:00,10011,30,379.2781011,100.2776297
554893,3/3/18 0:00,10012,30,352.8392019,82.3449271
554894,3/3/18 0:00,10240,30,10.30059739,55.43148702
554895,3/3/18 0:00,10026,30,57.71403741,12.97221009
554896,3/3/18 0:00,10027,30,1.773523588,0.611116624
554897,3/3/18 0:00,10241,30,10.54131075,55.40179367
554898,3/3/18 0:00,10031,30,8.35878291,3.482993716
554899,3/3/18 0:00,10041,30,0,0.000239005
554900,3/3/18 0:00,10048,30,3744.93951,997.8219588
554901,3/3/18 0:00,10186,30,396.6842488,538.0892262
554902,3/3/18 0:00,10188,30,396.6842488,538.0892262
554903,3/3/18 0:00,10189,30,598.9510734,585.4842417
554904,3/3/18 0:00,10058,30,113.2601972,20.01621975
554905,3/3/18 0:00,10059,30,5.962608127,2.019178496
554906,3/3/18 0:00,10249,30,18.34524525,82.25174999
554907,3/3/18 0:00,10060,30,3363.449244,700.8686339
554908,3/3/18 0:00,10063,30,62.20287756,19.77614428
554909,3/3/18 0:00,10073,30,18.68903752,6.77001249
554910,3/3/18 0:00,10077,30,7.191148926,5.639650553
554911,3/3/18 0:00,10080,30,0.486712776,2.542292205
554912,3/3/18 0:00,10081,30,0.491992728,2.538422086
554913,3/3/18 0:00,10082,30,0.821057806,2.517750546
554914,3/3/18 0:00,10083,30,641.3169411,201.5450492
554915,3/3/18 0:00,10087,30,1150.293971,277.8935796
554916,3/3/18 0:00,10091,30,7433.59733,2191.708577
554917,3/3/18 0:00,10092,30,2396.499427,1298.736818
554918,3/3/18 0:00,10093,30,4334.1003,1199.709071
554919,3/3/18 0:00,10096,30,269.0042711,80.32082308
554920,3/3/18 0:00,10100,30,4512.782675,1871.148904
554921,3/3/18 0:00,10102,30,345.2687669,62.38314878
554922,3/3/18 0:00,10254,30,299.8737842,197.0777602
554923,3/3/18 0:00,10105,30,2391.628366,615.9956329
554924,3/3/18 0:00,10106,30,1776.234244,728.8307755
554925,3/3/18 0:00,10110,30,1213.312782,448.3446612
554926,3/3/18 0:00,10114,30,385.2164884,413.7486961
